province,month,temperature,humidity,rainfall
Cà Mau,202105,28.87,79.71,8.78
Cà Mau,202106,28.1,82.86,5.76
Cà Mau,202107,27.75,84.98,10.74
Cà Mau,202108,27.68,84.77,8.36
Cà Mau,202109,27.35,84.53,10.35
Cà Mau,202110,27.51,84.76,7.72
Cà Mau,202111,26.79,89.5,10.49
Cà Mau,202112,25.96,84.7,1.56
Cà Mau,202113,27.61,80.32,5.7
Cà Mau,202201,26.71,77.03,0.19
Cà Mau,202202,28.0,74.0,0.97
Cà Mau,202203,28.92,72.43,2.54
Cà Mau,202204,28.73,77.43,6.35
Cà Mau,202205,28.46,82.87,7.98
Cà Mau,202206,28.17,82.92,5.36
Cà Mau,202207,27.75,85.27,12.35
Cà Mau,202208,27.54,84.3,6.6
Cà Mau,202209,27.34,85.07,10.05
Cà Mau,202210,26.99,86.22,9.61
Cà Mau,202211,26.86,87.22,7.86
Cà Mau,202212,25.72,85.33,3.89
Cà Mau,202213,27.59,81.72,6.17
Cà Mau,202301,25.91,82.26,1.29
Cà Mau,202302,27.23,75.81,0.45
Cà Mau,202303,28.25,67.1,0.12
Cà Mau,202304,29.97,72.23,2.5
Cà Mau,202305,30.06,74.51,5.11
Cà Mau,202306,28.63,82.56,7.01
Cà Mau,202307,28.1,84.49,12.45
Cà Mau,202308,28.27,85.09,6.13
Cà Mau,202309,27.75,86.1,13.69
Cà Mau,202310,28.2,83.86,9.47
Cà Mau,202311,27.25,89.05,8.75
Cà Mau,202312,26.86,86.81,1.96
Cà Mau,202313,28.04,80.85,5.76
Cà Mau,202401,27.47,76.71,0.16
Cà Mau,202402,28.61,71.03,0.04
Cà Mau,202403,29.96,65.48,0.2
Cà Mau,202404,32.0,59.66,0.1
Cà Mau,202405,31.08,72.12,4.97
Cà Mau,202406,29.17,80.05,7.63
Cà Mau,202407,28.08,85.44,11.16
Cà Mau,202408,28.31,84.67,7.96
Cà Mau,202409,27.99,85.84,11.64
Cà Mau,202410,27.89,85.67,10.29
Cà Mau,202411,27.41,87.16,6.17
Cà Mau,202412,26.26,86.98,4.5
Cà Mau,202413,28.68,78.44,5.42
Cà Mau,202501,26.05,78.49,0.47
Cà Mau,202502,27.66,72.57,0.31
Cà Mau,202503,29.2,67.95,1.07
Cần Thơ,201501,26.12,69.63,0.32
Cần Thơ,201502,27.32,62.42,0.04
Cần Thơ,201503,29.69,59.45,0.01
Cần Thơ,201504,31.38,57.56,0.58
Cần Thơ,201505,31.49,62.54,1.71
Cần Thơ,201506,28.73,76.77,6.31
Cần Thơ,201507,27.65,83.73,3.48
Cần Thơ,201508,27.28,84.64,4.17
Cần Thơ,201509,27.17,86.4,8.07
Cần Thơ,201510,27.11,86.06,4.05
Cần Thơ,201511,26.9,86.75,4.01
Cần Thơ,201512,26.78,80.09,0.97
Cần Thơ,201513,28.14,74.75,2.81
Cần Thơ,201601,27.95,70.86,0.13
Cần Thơ,201602,28.73,60.16,0.06
Cần Thơ,201603,30.11,58.1,0.0
Cần Thơ,201604,32.39,54.47,0.03
Cần Thơ,201605,30.56,70.89,8.33
Cần Thơ,201606,27.32,87.18,6.61
Cần Thơ,201607,26.97,88.8,7.25
Cần Thơ,201608,26.93,89.36,4.93
Cần Thơ,201609,26.79,89.09,8.79
Cần Thơ,201610,26.34,91.8,11.49
Cần Thơ,201611,26.52,89.82,7.27
Cần Thơ,201612,25.53,88.67,3.33
Cần Thơ,201613,28.01,78.35,4.87
Cần Thơ,201701,25.55,85.79,1.83
Cần Thơ,201702,26.0,79.02,1.44
Cần Thơ,201703,28.0,71.58,1.17
Cần Thơ,201704,29.39,71.82,3.43
Cần Thơ,201705,28.7,81.14,7.41
Cần Thơ,201706,27.49,86.57,4.23
Cần Thơ,201707,26.88,87.65,7.09
Cần Thơ,201708,26.88,89.57,8.79
Cần Thơ,201709,27.24,88.26,7.1
Cần Thơ,201710,26.68,88.43,10.37
Cần Thơ,201711,26.36,89.9,5.5
Cần Thơ,201712,24.94,86.3,3.26
Cần Thơ,201713,27.01,83.87,5.17
Cần Thơ,201801,25.6,85.09,3.54
Cần Thơ,201802,25.39,78.58,0.25
Cần Thơ,201803,28.34,69.98,1.56
Cần Thơ,201804,30.01,65.61,1.94
Cần Thơ,201805,28.95,77.37,6.59
Cần Thơ,201806,27.04,87.94,10.28
Cần Thơ,201807,26.66,90.78,14.04
Cần Thơ,201808,26.47,90.42,8.69
Cần Thơ,201809,26.58,89.26,9.02
Cần Thơ,201810,26.76,87.8,6.82
Cần Thơ,201811,26.65,86.44,2.75
Cần Thơ,201812,26.34,86.35,3.46
Cần Thơ,201813,27.07,83.01,5.79
Cần Thơ,201901,25.21,82.4,1.83
Cần Thơ,201902,27.08,72.06,0.21
Cần Thơ,201903,29.63,63.05,1.03
Cần Thơ,201904,30.88,63.51,1.43
Cần Thơ,201905,29.01,81.29,7.77
Cần Thơ,201906,27.53,89.18,15.29
Cần Thơ,201907,26.96,89.89,8.61
Cần Thơ,201908,26.8,91.43,13.12
Cần Thơ,201909,26.72,89.57,11.78
Cần Thơ,201910,26.9,88.43,6.19
Cần Thơ,201911,26.12,86.92,3.65
Cần Thơ,201912,25.22,81.03,0.0
Cần Thơ,201913,27.34,81.63,5.93
Cần Thơ,202001,26.93,71.62,0.14
Cần Thơ,202002,28.42,61.04,0.04
Cần Thơ,202003,29.88,63.18,0.86
Cần Thơ,202004,30.07,67.56,2.65
Cần Thơ,202005,30.36,72.19,4.38
Cần Thơ,202006,27.52,87.41,31.29
Cần Thơ,202007,27.17,87.72,7.97
Cần Thơ,202008,27.04,89.44,8.24
Cần Thơ,202009,27.03,88.74,16.55
Cần Thơ,202010,26.32,91.65,16.51
Cần Thơ,202011,26.58,87.32,5.02
Cần Thơ,202012,25.17,86.87,2.59
Cần Thơ,202013,27.7,79.63,8.0
Cần Thơ,202101,24.48,82.03,0.84
Cần Thơ,202102,26.34,72.92,0.47
Cần Thơ,202103,29.64,62.91,0.09
Cần Thơ,202104,29.11,73.5,5.22
Cần Thơ,202105,27.96,84.81,10.88
Cần Thơ,202106,27.2,88.15,6.74
Cần Thơ,202107,26.89,89.77,14.31
Cần Thơ,202108,26.91,89.41,11.59
Cần Thơ,202109,26.44,90.19,12.4
Cần Thơ,202110,26.65,89.89,8.57
Cần Thơ,202111,26.12,91.38,8.77
Cần Thơ,202112,25.12,86.34,0.54
Cần Thơ,202113,26.91,83.5,6.74
Cần Thơ,202201,25.78,80.84,0.1
Cần Thơ,202202,27.83,72.32,0.83
Cần Thơ,202203,28.82,72.18,5.16
Cần Thơ,202204,27.81,82.42,6.98
Cần Thơ,202205,27.57,87.07,9.27
Cần Thơ,202206,27.38,87.54,6.76
Cần Thơ,202207,26.92,90.08,14.36
Cần Thơ,202208,26.69,89.61,9.49
Cần Thơ,202209,26.56,90.01,10.43
Cần Thơ,202210,26.46,88.85,8.38
Cần Thơ,202211,26.23,90.23,7.96
Cần Thơ,202212,24.7,86.44,2.03
Cần Thơ,202213,26.89,84.87,6.85
Cần Thơ,202301,25.04,84.0,1.59
Cần Thơ,202302,26.69,76.29,0.26
Cần Thơ,202303,28.58,63.6,0.01
Cần Thơ,202304,30.44,68.54,2.08
Cần Thơ,202305,29.7,75.84,6.47
Cần Thơ,202306,27.77,87.33,7.5
Cần Thơ,202307,27.32,89.04,16.3
Cần Thơ,202308,27.51,88.82,6.07
Cần Thơ,202309,27.01,90.27,15.66
Cần Thơ,202310,27.34,88.51,11.34
Cần Thơ,202311,26.51,90.09,6.68
Cần Thơ,202312,26.32,86.65,1.3
Cần Thơ,202313,27.52,82.45,6.3
Cần Thơ,202401,26.71,78.07,0.02
Cần Thơ,202402,28.78,67.76,0.0
Cần Thơ,202403,30.53,60.99,0.1
Cần Thơ,202404,32.93,54.9,0.09
Cần Thơ,202405,30.7,73.78,6.26
Cần Thơ,202406,28.29,85.03,8.23
Cần Thơ,202407,27.24,89.86,15.46
Cần Thơ,202408,27.59,89.4,8.55
Cần Thơ,202409,27.06,91.15,12.96
Cần Thơ,202410,27.11,89.59,11.17
Cần Thơ,202411,26.87,88.33,4.9
Cần Thơ,202412,25.54,87.35,3.39
Cần Thơ,202413,28.27,79.75,5.95
Cần Thơ,202501,24.99,79.81,0.2
Cần Thơ,202502,27.61,71.03,0.47
Cần Thơ,202503,29.87,63.09,1.0
Cao Bằng,201501,12.39,82.48,1.71
Cao Bằng,201502,15.46,83.02,0.73
Cao Bằng,201503,19.04,83.91,1.21
Cao Bằng,201504,21.83,76.28,1.14
Cao Bằng,201505,26.07,83.86,6.51
Cao Bằng,201506,26.09,88.39,6.97
Cao Bằng,201507,25.78,84.08,8.56
Cao Bằng,201508,25.53,85.52,8.13
Cao Bằng,201509,24.51,88.48,7.74
Cao Bằng,201510,21.28,82.67,1.46
Cao Bằng,201511,19.22,88.11,4.33
Cao Bằng,201512,12.79,85.63,2.88
Cao Bằng,201513,20.85,84.37,4.3
Cao Bằng,201601,11.8,86.79,2.35
Cao Bằng,201602,11.19,74.76,0.3
Cao Bằng,201603,17.38,82.14,0.94
Cao Bằng,201604,23.24,85.11,3.22
Cao Bằng,201605,24.52,84.67,4.24
Cao Bằng,201606,26.07,86.35,5.22
Cao Bằng,201607,25.99,88.28,6.37
Cao Bằng,201608,26.11,85.16,10.49
Cao Bằng,201609,24.42,84.92,5.21
Cao Bằng,201610,22.21,84.05,1.58
Cao Bằng,201611,17.3,83.3,0.96
Cao Bằng,201612,14.64,76.61,0.18
Cao Bằng,201613,20.43,83.54,3.44
Cao Bằng,201701,14.36,84.42,3.74
Cao Bằng,201702,14.84,77.83,0.57
Cao Bằng,201703,18.95,82.64,3.5
Cao Bằng,201704,21.63,79.6,2.66
Cao Bằng,201705,24.08,79.46,4.42
Cao Bằng,201706,25.81,87.82,9.33
Cao Bằng,201707,25.85,87.14,9.37
Cao Bằng,201708,25.6,89.27,10.04
Cao Bằng,201709,25.44,89.1,5.03
Cao Bằng,201710,20.78,86.58,4.34
Cao Bằng,201711,16.94,84.33,0.96
Cao Bằng,201712,11.85,78.84,1.27
Cao Bằng,201713,20.54,83.96,4.64
Cao Bằng,201801,12.73,82.46,1.44
Cao Bằng,201802,13.04,78.97,0.5
Cao Bằng,201803,19.0,80.83,2.43
Cao Bằng,201804,21.11,80.78,2.33
Cao Bằng,201805,24.9,86.47,5.81
Cao Bằng,201806,25.84,85.15,8.68
Cao Bằng,201807,25.97,87.49,8.2
Cao Bằng,201808,26.13,86.63,11.9
Cao Bằng,201809,24.18,86.75,5.23
Cao Bằng,201810,19.99,85.11,4.26
Cao Bằng,201811,18.06,84.35,1.0
Cao Bằng,201812,13.43,85.33,1.14
Cao Bằng,201813,20.4,84.24,4.44
Cao Bằng,201901,12.6,86.81,1.43
Cao Bằng,201902,17.41,86.34,1.81
Cao Bằng,201903,18.98,85.47,2.47
Cao Bằng,201904,23.73,85.42,3.24
Cao Bằng,201905,24.47,85.53,5.18
Cao Bằng,201906,26.31,89.63,9.76
Cao Bằng,201907,25.99,89.97,7.8
Cao Bằng,201908,26.48,87.01,9.75
Cao Bằng,201909,24.14,82.7,5.33
Cao Bằng,201910,21.26,87.23,3.25
Cao Bằng,201911,17.13,82.61,0.7
Cao Bằng,201912,13.54,76.89,0.17
Cao Bằng,201913,21.01,85.46,4.26
Cao Bằng,202001,14.66,84.16,1.54
Cao Bằng,202002,15.33,83.41,1.91
Cao Bằng,202003,19.3,84.54,4.85
Cao Bằng,202004,19.05,83.28,4.82
Cao Bằng,202005,25.39,86.25,5.97
Cao Bằng,202006,26.22,90.03,4.74
Cao Bằng,202007,26.25,88.35,2.72
Cao Bằng,202008,25.75,87.92,7.59
Cao Bằng,202009,24.68,88.71,7.97
Cao Bằng,202010,19.55,85.78,7.18
Cao Bằng,202011,17.51,83.75,0.51
Cao Bằng,202012,11.16,79.65,0.08
Cao Bằng,202013,20.42,85.49,4.17
Cao Bằng,202101,11.03,76.6,0.13
Cao Bằng,202102,16.38,82.69,1.85
Cao Bằng,202103,19.82,83.47,1.25
Cao Bằng,202104,22.18,85.03,3.59
Cao Bằng,202105,25.53,87.06,5.02
Cao Bằng,202106,26.28,85.47,7.59
Cao Bằng,202107,26.55,85.46,5.4
Cao Bằng,202108,26.46,86.81,5.7
Cao Bằng,202109,25.28,85.89,4.23
Cao Bằng,202110,19.94,83.58,5.79
Cao Bằng,202111,16.56,80.75,0.93
Cao Bằng,202112,12.98,75.7,0.21
Cao Bằng,202113,20.77,83.2,3.48
Cao Bằng,202201,13.52,84.79,2.22
Cao Bằng,202202,11.11,83.05,3.84
Cao Bằng,202203,20.2,84.02,3.24
Cao Bằng,202204,21.1,77.61,2.39
Cao Bằng,202205,22.74,83.69,11.23
Cao Bằng,202206,25.42,90.03,7.86
Cao Bằng,202207,26.18,88.1,4.93
Cao Bằng,202208,25.96,87.47,7.49
Cao Bằng,202209,24.72,84.76,5.28
Cao Bằng,202210,20.48,79.64,2.44
Cao Bằng,202211,19.99,84.75,1.47
Cao Bằng,202212,11.18,73.13,0.45
Cao Bằng,202213,20.26,83.41,4.41
Cao Bằng,202301,11.86,73.22,0.15
Cao Bằng,202302,16.39,80.94,2.13
Cao Bằng,202303,19.1,79.52,0.73
Cao Bằng,202304,23.07,80.21,2.08
Cao Bằng,202305,25.71,77.68,2.13
Cao Bằng,202306,26.51,84.67,9.0
Cao Bằng,202307,26.85,84.75,5.0
Cao Bằng,202308,26.14,87.46,10.22
Cao Bằng,202309,24.95,85.79,6.08
Cao Bằng,202310,22.01,83.03,1.14
Cao Bằng,202311,18.56,80.33,1.42
Cao Bằng,202312,14.24,76.92,0.48
Cao Bằng,202313,21.3,81.2,3.38
Cao Bằng,202401,13.82,83.82,2.37
Cao Bằng,202402,15.76,78.24,0.46
Cao Bằng,202403,19.8,77.53,0.99
Cao Bằng,202404,25.49,77.16,2.26
Cao Bằng,202405,24.71,84.22,11.59
Cao Bằng,202406,26.23,89.18,14.22
Cao Bằng,202407,26.49,88.55,12.52
Cao Bằng,202408,26.17,89.19,16.82
Cao Bằng,202409,25.14,88.02,9.35
Cao Bằng,202410,20.86,82.35,1.18
Cao Bằng,202411,18.06,78.89,0.05
Cao Bằng,202412,12.5,76.11,0.18
Cao Bằng,202413,21.26,82.79,6.02
Cao Bằng,202501,12.69,72.5,0.17
Cao Bằng,202502,13.52,81.07,1.08
Cao Bằng,202503,17.95,74.49,0.46
Đà Nẵng,201501,19.94,84.69,1.06
Đà Nẵng,201502,21.58,85.83,0.81
Đà Nẵng,201503,24.13,85.84,3.73
Đà Nẵng,201504,25.62,82.24,3.16
Đà Nẵng,201505,28.69,79.22,0.95
Đà Nẵng,201506,28.8,76.71,0.93
Đà Nẵng,201507,28.54,75.26,1.69
Đà Nẵng,201508,28.63,77.23,3.73
Đà Nẵng,201509,28.07,80.12,9.64
Đà Nẵng,201510,26.1,82.12,9.63
Đà Nẵng,201511,25.64,85.47,9.01
Đà Nẵng,201512,23.2,86.82,6.4
Đà Nẵng,201513,25.77,81.77,4.24
Đà Nẵng,201601,22.42,88.55,3.12
Đà Nẵng,201602,20.42,84.53,1.06
Đà Nẵng,201603,22.89,83.85,0.52
Đà Nẵng,201604,27.35,78.29,0.34
Đà Nẵng,201605,28.26,80.15,2.4
Đà Nẵng,201606,29.0,76.67,3.16
Đà Nẵng,201607,28.75,76.61,3.08
Đà Nẵng,201608,28.96,76.45,7.06
Đà Nẵng,201609,27.74,83.03,23.51
Đà Nẵng,201610,26.35,87.28,16.43
Đà Nẵng,201611,24.84,88.72,16.79
Đà Nẵng,201612,22.62,90.31,27.4
Đà Nẵng,201613,25.81,82.87,8.76
Đà Nẵng,201701,22.07,88.37,4.93
Đà Nẵng,201702,21.08,87.72,4.44
Đà Nẵng,201703,23.56,88.01,1.81
Đà Nẵng,201704,25.92,84.67,1.47
Đà Nẵng,201705,27.48,85.29,4.84
Đà Nẵng,201706,28.69,79.85,3.06
Đà Nẵng,201707,27.71,83.37,12.09
Đà Nẵng,201708,28.37,81.49,6.03
Đà Nẵng,201709,28.1,81.3,8.04
Đà Nẵng,201710,25.72,85.69,12.71
Đà Nẵng,201711,24.34,90.99,34.79
Đà Nẵng,201712,21.48,87.02,7.32
Đà Nẵng,201713,25.4,85.31,8.46
Đà Nẵng,201801,21.21,89.3,2.25
Đà Nẵng,201802,20.15,86.56,0.96
Đà Nẵng,201803,22.89,85.86,1.63
Đà Nẵng,201804,24.81,85.85,4.77
Đà Nẵng,201805,27.64,82.82,0.98
Đà Nẵng,201806,27.99,81.06,7.1
Đà Nẵng,201807,28.14,80.83,8.98
Đà Nẵng,201808,28.09,79.37,4.07
Đà Nẵng,201809,27.65,81.34,6.96
Đà Nẵng,201810,25.97,81.74,8.33
Đà Nẵng,201811,24.74,85.0,10.69
Đà Nẵng,201812,23.33,88.58,25.83
Đà Nẵng,201813,25.25,84.01,6.92
Đà Nẵng,201901,21.57,88.23,6.62
Đà Nẵng,201902,23.39,86.82,0.09
Đà Nẵng,201903,24.83,86.7,1.12
Đà Nẵng,201904,27.08,84.32,0.42
Đà Nẵng,201905,28.43,82.09,3.28
Đà Nẵng,201906,29.18,80.02,1.36
Đà Nẵng,201907,28.89,77.47,3.31
Đà Nẵng,201908,28.72,77.38,6.94
Đà Nẵng,201909,27.23,81.33,14.55
Đà Nẵng,201910,26.26,83.55,15.89
Đà Nẵng,201911,24.02,85.33,12.98
Đà Nẵng,201912,21.57,84.51,2.24
Đà Nẵng,201913,25.94,83.12,5.76
Đà Nẵng,202001,21.75,85.1,1.4
Đà Nẵng,202002,22.0,84.02,0.47
Đà Nẵng,202003,25.12,85.6,1.0
Đà Nẵng,202004,25.23,85.83,4.59
Đà Nẵng,202005,28.23,81.77,2.0
Đà Nẵng,202006,28.66,80.21,1.15
Đà Nẵng,202007,28.55,79.35,2.04
Đà Nẵng,202008,28.17,80.33,5.94
Đà Nẵng,202009,28.21,80.16,9.4
Đà Nẵng,202010,25.99,88.77,61.04
Đà Nẵng,202011,23.96,88.73,21.39
Đà Nẵng,202012,21.38,88.81,7.06
Đà Nẵng,202013,25.61,84.06,9.85
Đà Nẵng,202101,19.48,85.84,2.48
Đà Nẵng,202102,20.95,84.36,1.38
Đà Nẵng,202103,24.2,86.29,1.65
Đà Nẵng,202104,25.8,85.61,1.48
Đà Nẵng,202105,27.9,83.13,0.44
Đà Nẵng,202106,28.82,79.04,2.47
Đà Nẵng,202107,28.46,78.86,2.52
Đà Nẵng,202108,28.55,78.31,3.11
Đà Nẵng,202109,26.99,85.77,30.21
Đà Nẵng,202110,26.01,88.63,37.89
Đà Nẵng,202111,24.05,88.04,15.55
Đà Nẵng,202112,21.56,87.66,12.89
Đà Nẵng,202113,25.25,84.29,9.37
Đà Nẵng,202201,22.14,87.99,2.67
Đà Nẵng,202202,21.6,88.63,1.33
Đà Nẵng,202203,24.15,86.7,4.23
Đà Nẵng,202204,24.83,86.31,12.61
Đà Nẵng,202205,26.55,86.05,6.97
Đà Nẵng,202206,28.4,80.37,0.99
Đà Nẵng,202207,28.05,82.29,3.49
Đà Nẵng,202208,28.02,80.74,7.19
Đà Nẵng,202209,27.51,82.31,12.34
Đà Nẵng,202210,25.17,86.59,35.08
Đà Nẵng,202211,24.85,87.66,5.81
Đà Nẵng,202212,21.32,86.57,13.68
Đà Nẵng,202213,25.23,85.17,8.94
Đà Nẵng,202301,20.45,87.83,6.78
Đà Nẵng,202302,22.2,88.27,4.21
Đà Nẵng,202303,23.25,84.69,0.39
Đà Nẵng,202304,26.78,85.82,1.38
Đà Nẵng,202305,28.22,82.49,3.64
Đà Nẵng,202306,28.91,80.07,3.64
Đà Nẵng,202307,28.54,81.73,2.65
Đà Nẵng,202308,28.94,78.63,3.34
Đà Nẵng,202309,27.9,83.24,18.1
Đà Nẵng,202310,26.62,87.66,44.01
Đà Nẵng,202311,24.78,87.11,22.41
Đà Nẵng,202312,23.06,88.97,12.58
Đà Nẵng,202313,25.82,84.69,10.3
Đà Nẵng,202401,21.79,85.95,2.08
Đà Nẵng,202402,22.92,87.8,0.33
Đà Nẵng,202403,24.62,87.13,0.55
Đà Nẵng,202404,28.14,81.17,0.13
Đà Nẵng,202405,28.25,82.68,6.31
Đà Nẵng,202406,29.25,79.24,3.25
Đà Nẵng,202407,28.28,82.12,6.14
Đà Nẵng,202408,29.22,77.88,1.96
Đà Nẵng,202409,28.02,83.39,17.5
Đà Nẵng,202410,26.11,85.74,23.25
Đà Nẵng,202411,24.25,87.45,17.87
Đà Nẵng,202412,21.56,89.0,14.63
Đà Nẵng,202413,26.04,84.12,7.85
Đà Nẵng,202501,19.46,84.91,3.67
Đà Nẵng,202502,21.09,88.55,4.21
Đà Nẵng,202503,22.89,86.33,1.23
Đắk Lắk,201501,20.99,67.33,0.22
Đắk Lắk,201502,23.11,60.87,0.03
Đắk Lắk,201503,25.9,56.65,0.16
Đắk Lắk,201504,27.57,56.64,0.23
Đắk Lắk,201505,28.44,59.08,0.5
Đắk Lắk,201506,27.4,63.59,0.77
Đắk Lắk,201507,26.34,67.85,0.88
Đắk Lắk,201508,26.99,66.73,0.33
Đắk Lắk,201509,26.64,68.25,0.88
Đắk Lắk,201510,25.47,71.59,2.16
Đắk Lắk,201511,24.02,79.53,5.55
Đắk Lắk,201512,22.84,77.12,2.19
Đắk Lắk,201513,25.49,66.31,1.16
Đắk Lắk,201601,23.84,70.95,0.5
Đắk Lắk,201602,22.63,66.15,0.16
Đắk Lắk,201603,26.38,55.56,0.02
Đắk Lắk,201604,29.26,52.4,0.43
Đắk Lắk,201605,27.21,72.39,6.92
Đắk Lắk,201606,24.59,85.08,11.0
Đắk Lắk,201607,23.96,88.18,4.42
Đắk Lắk,201608,24.11,88.61,7.81
Đắk Lắk,201609,23.71,90.15,10.48
Đắk Lắk,201610,23.27,90.07,5.69
Đắk Lắk,201611,22.79,89.44,6.01
Đắk Lắk,201612,21.55,90.01,9.18
Đắk Lắk,201613,24.44,78.3,5.23
Đắk Lắk,201701,20.98,86.66,1.97
Đắk Lắk,201702,20.65,82.97,0.45
Đắk Lắk,201703,22.97,76.01,0.36
Đắk Lắk,201704,25.45,74.57,2.95
Đắk Lắk,201705,24.91,85.57,8.86
Đắk Lắk,201706,24.23,88.46,7.75
Đắk Lắk,201707,23.21,91.36,11.72
Đắk Lắk,201708,24.01,89.7,6.65
Đắk Lắk,201709,24.35,88.98,6.08
Đắk Lắk,201710,23.2,89.05,6.89
Đắk Lắk,201711,22.7,90.29,5.28
Đắk Lắk,201712,20.33,86.68,1.97
Đắk Lắk,201713,23.09,85.89,5.11
Đắk Lắk,201801,20.99,85.15,0.28
Đắk Lắk,201802,20.12,79.66,0.06
Đắk Lắk,201803,23.0,75.89,0.74
Đắk Lắk,201804,25.17,70.66,2.61
Đắk Lắk,201805,25.24,81.08,5.52
Đắk Lắk,201806,23.61,87.83,10.27
Đắk Lắk,201807,23.39,89.77,10.46
Đắk Lắk,201808,23.13,89.78,10.38
Đắk Lắk,201809,23.66,89.23,10.96
Đắk Lắk,201810,22.72,87.66,3.57
Đắk Lắk,201811,22.25,88.04,6.21
Đắk Lắk,201812,22.13,87.99,2.45
Đắk Lắk,201813,22.97,84.44,5.31
Đắk Lắk,201901,20.41,85.67,1.19
Đắk Lắk,201902,21.75,78.45,0.03
Đắk Lắk,201903,24.52,72.6,0.53
Đắk Lắk,201904,26.45,70.51,1.78
Đắk Lắk,201905,25.62,82.13,7.87
Đắk Lắk,201906,24.67,87.33,7.92
Đắk Lắk,201907,23.39,88.65,6.77
Đắk Lắk,201908,23.65,89.85,16.58
Đắk Lắk,201909,23.31,89.21,13.51
Đắk Lắk,201910,23.26,87.74,4.8
Đắk Lắk,201911,21.57,88.34,6.41
Đắk Lắk,201912,19.78,85.03,0.06
Đắk Lắk,201913,23.2,83.84,5.65
Đắk Lắk,202001,20.5,83.62,0.04
Đắk Lắk,202002,21.03,78.64,0.09
Đắk Lắk,202003,24.95,68.19,0.07
Đắk Lắk,202004,25.86,68.18,0.61
Đắk Lắk,202005,27.36,71.1,4.5
Đắk Lắk,202006,24.77,86.11,9.11
Đắk Lắk,202007,24.27,87.24,9.9
Đắk Lắk,202008,23.72,89.99,13.48
Đắk Lắk,202009,24.09,88.86,11.46
Đắk Lắk,202010,22.98,91.68,17.22
Đắk Lắk,202011,22.2,88.76,7.4
Đắk Lắk,202012,20.54,87.96,1.75
Đắk Lắk,202013,23.53,82.54,6.33
Đắk Lắk,202101,19.21,84.09,0.09
Đắk Lắk,202102,20.21,80.44,0.13
Đắk Lắk,202103,23.21,76.23,0.16
Đắk Lắk,202104,24.95,76.27,2.85
Đắk Lắk,202105,25.31,81.9,5.05
Đắk Lắk,202106,24.09,87.07,6.77
Đắk Lắk,202107,23.92,86.92,9.32
Đắk Lắk,202108,24.03,88.13,9.91
Đắk Lắk,202109,23.59,89.14,12.2
Đắk Lắk,202110,23.06,91.68,12.34
Đắk Lắk,202111,22.6,91.15,8.25
Đắk Lắk,202112,20.55,86.89,1.01
Đắk Lắk,202113,22.91,85.02,5.7
Đắk Lắk,202201,20.68,84.65,0.23
Đắk Lắk,202202,21.98,83.19,0.56
Đắk Lắk,202203,23.63,78.95,2.39
Đắk Lắk,202204,24.51,77.07,2.48
Đắk Lắk,202205,24.5,85.13,5.98
Đắk Lắk,202206,24.4,88.27,6.8
Đắk Lắk,202207,23.83,89.81,10.01
Đắk Lắk,202208,23.55,89.88,12.39
Đắk Lắk,202209,23.55,90.16,12.73
Đắk Lắk,202210,22.63,89.32,5.92
Đắk Lắk,202211,22.41,89.19,3.55
Đắk Lắk,202212,19.78,87.84,5.24
Đắk Lắk,202213,22.95,86.15,5.72
Đắk Lắk,202301,20.1,86.96,1.59
Đắk Lắk,202302,21.29,82.68,0.24
Đắk Lắk,202303,22.21,76.86,0.07
Đắk Lắk,202304,26.32,72.72,0.24
Đắk Lắk,202305,25.6,82.45,8.21
Đắk Lắk,202306,24.36,89.45,7.37
Đắk Lắk,202307,24.18,89.95,16.45
Đắk Lắk,202308,24.29,88.8,7.58
Đắk Lắk,202309,24.05,90.93,13.98
Đắk Lắk,202310,23.86,90.84,6.25
Đắk Lắk,202311,22.59,89.74,3.12
Đắk Lắk,202312,22.02,87.3,1.4
Đắk Lắk,202313,23.41,85.75,5.58
Đắk Lắk,202401,20.73,84.23,0.29
Đắk Lắk,202402,22.51,80.06,0.15
Đắk Lắk,202403,24.44,72.73,0.09
Đắk Lắk,202404,28.42,62.5,0.01
Đắk Lắk,202405,27.03,75.89,5.77
Đắk Lắk,202406,24.99,86.66,8.65
Đắk Lắk,202407,23.82,90.52,19.19
Đắk Lắk,202408,24.65,89.42,11.27
Đắk Lắk,202409,24.04,90.69,10.5
Đắk Lắk,202410,23.29,89.93,5.27
Đắk Lắk,202411,22.8,87.3,2.14
Đắk Lắk,202412,21.1,88.51,3.06
Đắk Lắk,202413,23.98,83.24,5.56
Đắk Lắk,202501,18.99,83.47,0.24
Đắk Lắk,202502,21.16,82.46,0.68
Đắk Lắk,202503,23.43,75.16,0.43
Đắk Nông,201501,23.43,54.49,0.03
Đắk Nông,201502,24.91,51.67,0.0
Đắk Nông,201503,27.49,49.82,0.01
Đắk Nông,201504,28.03,55.27,0.23
Đắk Nông,201505,27.51,65.33,0.9
Đắk Nông,201506,25.8,74.56,2.77
Đắk Nông,201507,24.96,79.54,2.86
Đắk Nông,201508,25.25,79.16,1.77
Đắk Nông,201509,25.26,78.92,1.81
Đắk Nông,201510,25.26,76.91,3.12
Đắk Nông,201511,25.86,69.66,1.16
Đắk Nông,201512,25.06,64.69,1.24
Đắk Nông,201513,25.74,66.76,1.33
Đắk Nông,201601,26.11,60.2,0.23
Đắk Nông,201602,25.09,53.3,0.03
